conversation_id	label	label_binary	num_turns	num_toxicity_scored_utterances	max_toxicity	mean_toxicity	has_toxicity_scores	split
408841323.14594.14594	derailed	1	3	3	0.92521816	0.33265004133333337	True	test
410100893.27892.27892	civil	0	4	4	0.10392381	0.04397061175	True	test
410756102.61051.61051	civil	0	4	4	0.09661755	0.050122323499999996	True	test
411006545.5393.5393	derailed	1	3	3	0.8393921522762618	0.30593763547689895	True	test
412404062.29625.29625	civil	0	7	0	0.0	0.0	False	test
414369732.8146.8146	civil	0	5	5	0.21514307	0.0680008588	True	test
416087741.8647.8647	derailed	1	6	6	0.67711049373	0.14283718935699138	True	test
416906713.13040.13040	derailed	1	6	6	0.76589525	0.1833905071666667	True	test
418154474.29254.29254	civil	0	9	0	0.0	0.0	False	test
418301485.10.0	derailed	1	5	5	0.73544264	0.2106024128	True	test
418371855.87041.87041	civil	0	8	0	0.0	0.0	False	test
420202811.1349.1349	derailed	1	5	5	0.8538952193825422	0.22181202803357009	True	test
420988468.68104.68104	derailed	1	6	0	0.0	0.0	False	test
422521539.485.485	civil	0	6	0	0.0	0.0	False	test
422588276.4880.4880	derailed	1	6	0	0.0	0.0	False	test
423264134.16010.16010	civil	0	7	7	0.30071446	0.07730939057142858	True	test
424235921.194.194	civil	0	4	4	0.13810375	0.05494736225	True	test
426285987.9363.9363	civil	0	7	0	0.0	0.0	False	test
427144172.5631.5631	derailed	1	7	7	0.7009271	0.18759968014285716	True	test
427518180.34356.34356	civil	0	11	0	0.0	0.0	False	test
42971987.255851.255851	derailed	1	6	0	0.0	0.0	False	test
429783389.120499.120499	derailed	1	7	0	0.0	0.0	False	test
431560207.37796.37796	civil	0	6	0	0.0	0.0	False	test
433632295.20537.20537	civil	0	7	0	0.0	0.0	False	test
433814085.6616.6616	derailed	1	4	4	0.7009271007619999	0.22326537748018338	True	test
437696216.21173.21173	derailed	1	6	0	0.0	0.0	False	test
43869184.34604.34604	civil	0	4	4	0.21509154	0.09121354825	True	test
44473697.13334.13334	derailed	1	5	5	0.7345088000000001	0.258419986	True	test
446537979.4003.4003	civil	0	4	4	0.10926652	0.06479963	True	test
446966206.37683.37683	derailed	1	11	0	0.0	0.0	False	test
448205040.3432.3432	civil	0	5	5	0.077856235	0.0300006714	True	test
44828642.35766.35766	derailed	1	5	5	0.6812919842093819	0.1946040197163425	True	test
448449304.24597.24597	derailed	1	5	5	0.77285767	0.223312446	True	test
449243992.221612.221612	derailed	1	8	0	0.0	0.0	False	test
450408204.229018.229018	civil	0	8	0	0.0	0.0	False	test
451994623.150371.150371	derailed	1	11	0	0.0	0.0	False	test
454407975.1232.1232	civil	0	4	4	0.1122121	0.04823963375	True	test
454574584.2270.2270	civil	0	8	8	0.19375817	0.12439289775000001	True	test
454936445.7925.7925	derailed	1	7	7	0.0	0.0	True	test
45637553.11402.11402	derailed	1	6	6	0.73462456	0.18458636566666667	True	test
457425403.44536.44536	derailed	1	8	0	0.0	0.0	False	test
45840287.7863.7863	civil	0	7	7	0.38392332	0.2141099247142857	True	test
459273534.9845.9845	civil	0	8	0	0.0	0.0	False	test
459365994.111038.111038	civil	0	7	0	0.0	0.0	False	test
45940906.59600.59600	derailed	1	8	0	0.0	0.0	False	test
463673734.2155.2155	civil	0	5	5	0.05093534	0.021108819600000002	True	test
464097540.209570.209570	civil	0	10	0	0.0	0.0	False	test
464687691.6611.6611	civil	0	5	5	0.14625072	0.0796962742	True	test
465818545.11053.11053	civil	0	6	0	0.0	0.0	False	test
470762719.4827.4827	civil	0	8	0	0.0	0.0	False	test
47334370.196284.196284	derailed	1	8	0	0.0	0.0	False	test
473875860.3687.3687	derailed	1	10	0	0.0	0.0	False	test
476864822.15197.15197	civil	0	11	0	0.0	0.0	False	test
476994508.410.410	derailed	1	4	4	0.6078309692670001	0.2955144818442753	True	test
477048015.11971.11971	derailed	1	7	7	0.7009271007619999	0.15204741851651324	True	test
478585235.181902.181902	civil	0	8	0	0.0	0.0	False	test
478875725.6789.6789	civil	0	7	0	0.0	0.0	False	test
484028828.42755.42755	civil	0	8	0	0.0	0.0	False	test
485783822.91973.91973	civil	0	12	0	0.0	0.0	False	test
487542576.118295.118295	derailed	1	11	0	0.0	0.0	False	test
489362680.17475.17475	derailed	1	5	5	0.8456102525285097	0.2279305211769759	True	test
490016260.43626.43626	derailed	1	7	0	0.0	0.0	False	test
494489047.18738.18738	civil	0	6	0	0.0	0.0	False	test
496512192.85418.85418	civil	0	6	0	0.0	0.0	False	test
49978241.22383.22383	civil	0	4	4	0.17216606	0.0765791425	True	test
50103235.0.0	derailed	1	8	0	0.0	0.0	False	test
501186627.16428.16428	civil	0	9	0	0.0	0.0	False	test
501948150.18731.18731	derailed	1	7	0	0.0	0.0	False	test
504782647.174372.174372	derailed	1	10	0	0.0	0.0	False	test
50793061.13577.13577	civil	0	6	0	0.0	0.0	False	test
508452035.869.869	derailed	1	8	0	0.0	0.0	False	test
50897983.70686.70686	civil	0	8	0	0.0	0.0	False	test
511824424.36946.36946	derailed	1	10	0	0.0	0.0	False	test
51278784.88548.88548	civil	0	6	0	0.0	0.0	False	test
513013737.27053.27053	civil	0	6	0	0.0	0.0	False	test
513868198.3527.3527	civil	0	4	4	0.06343446615107279	0.03617433780976586	True	test
516193359.114.114	derailed	1	4	4	0.610540571254299	0.24680961265667542	True	test
51908066.50154.50154	civil	0	6	0	0.0	0.0	False	test
5239818.17667.17667	derailed	1	7	0	0.0	0.0	False	test
525172544.28979.28979	civil	0	10	0	0.0	0.0	False	test
529139355.15074.15074	derailed	1	10	0	0.0	0.0	False	test
53009475.3394.3394	civil	0	6	6	0.3729758006015341	0.09005047372285017	True	test
532228297.3438.3438	derailed	1	6	0	0.0	0.0	False	test
533273009.1230.1230	civil	0	9	0	0.0	0.0	False	test
53559800.44580.44580	derailed	1	5	5	0.780521	0.249501232	True	test
53728164.10509.10509	civil	0	7	0	0.0	0.0	False	test
537838369.89063.89063	civil	0	6	0	0.0	0.0	False	test
53811095.3388.3388	derailed	1	6	0	0.0	0.0	False	test
538719962.3599.3599	derailed	1	11	0	0.0	0.0	False	test
54174419.18.18	derailed	1	6	0	0.0	0.0	False	test
543636460.3423.3423	derailed	1	7	7	0.7841099941471841	0.20137243168056587	True	test
545279933.166898.166898	civil	0	8	0	0.0	0.0	False	test
55327610.736.736	derailed	1	5	5	0.93967754	0.2138307396	True	test
553803264.38228.37585	derailed	1	7	0	0.0	0.0	False	test
554389863.3049.3049	derailed	1	4	4	0.9582555974017628	0.3260039046325896	True	test
554453136.3219.3219	civil	0	5	5	0.1732826540330502	0.08555579210775172	True	test
558712694.40961.40934	civil	0	12	0	0.0	0.0	False	test
558743851.187497.187497	derailed	1	6	0	0.0	0.0	False	test
559798913.52776.52762	derailed	1	9	0	0.0	0.0	False	test
55989082.1431.1431	derailed	1	4	4	0.0	0.0	True	test
560318870.14531.14531	civil	0	8	0	0.0	0.0	False	test
561916177.8281.8281	derailed	1	8	0	0.0	0.0	False	test
563789908.15538.15538	derailed	1	7	0	0.0	0.0	False	test
564095731.34708.34708	derailed	1	6	0	0.0	0.0	False	test
565548871.101061.101061	derailed	1	6	0	0.0	0.0	False	test
567569995.3063.3063	derailed	1	5	5	0.76823187	0.228375604	True	test
567687735.949.949	civil	0	5	5	0.0	0.0	True	test
56903840.7542.7542	derailed	1	6	0	0.0	0.0	False	test
570257895.66873.66873	civil	0	15	0	0.0	0.0	False	test
571451725.13073.13073	derailed	1	9	0	0.0	0.0	False	test
577596313.3419.3419	derailed	1	11	0	0.0	0.0	False	test
579030937.75388.75388	derailed	1	11	0	0.0	0.0	False	test
58059387.12350.12350	civil	0	6	0	0.0	0.0	False	test
58146829.2092.2092	civil	0	6	0	0.0	0.0	False	test
581866548.2807.2807	derailed	1	6	0	0.0	0.0	False	test
58329033.1681.1681	derailed	1	4	4	0.9433282061198288	0.287125290387474	True	test
586957526.124778.124770	derailed	1	8	0	0.0	0.0	False	test
587004049.134655.134655	civil	0	6	0	0.0	0.0	False	test
589173559.0.0	civil	0	5	5	0.29763746	0.1484586522	True	test
590439610.81177.81177	civil	0	8	0	0.0	0.0	False	test
593962760.54308.54308	civil	0	6	0	0.0	0.0	False	test
594612714.28751.28751	derailed	1	6	0	0.0	0.0	False	test
59830999.31824.31824	derailed	1	4	4	0.90539247	0.405783135	True	test
600023446.63480.63480	civil	0	9	0	0.0	0.0	False	test
601192270.29413.29353	derailed	1	11	0	0.0	0.0	False	test
60188809.28844.28844	civil	0	4	4	0.34759316	0.12555239750000002	True	test
602226608.24924.24924	civil	0	7	0	0.0	0.0	False	test
602392649.17217.17217	civil	0	7	0	0.0	0.0	False	test
603018355.15987.15987	derailed	1	7	0	0.0	0.0	False	test
603705537.67504.67504	derailed	1	7	0	0.0	0.0	False	test
604622225.64297.64297	civil	0	6	0	0.0	0.0	False	test
606039667.169988.169988	derailed	1	10	0	0.0	0.0	False	test
606912838.4142.4142	derailed	1	5	5	0.0	0.0	True	test
609435580.13377.13377	derailed	1	10	0	0.0	0.0	False	test
609689053.24281.24281	civil	0	6	0	0.0	0.0	False	test
61054145.145845.145845	civil	0	9	0	0.0	0.0	False	test
612249675.4822.4822	derailed	1	11	0	0.0	0.0	False	test
612400654.114799.114799	derailed	1	6	0	0.0	0.0	False	test
613872565.99949.99949	derailed	1	11	0	0.0	0.0	False	test
6139529.2995.2995	civil	0	8	0	0.0	0.0	False	test
618309526.12398.12398	civil	0	6	0	0.0	0.0	False	test
623261343.139532.139532	derailed	1	9	0	0.0	0.0	False	test
62357027.107.107	derailed	1	3	3	0.8224628210581695	0.33120181721573266	True	test
626679823.7976.7976	civil	0	13	0	0.0	0.0	False	test
627345419.18922.18922	civil	0	7	0	0.0	0.0	False	test
627387288.656.656	derailed	1	8	0	0.0	0.0	False	test
627593023.147521.147521	civil	0	9	0	0.0	0.0	False	test
62806273.61325.61325	civil	0	4	4	0.17674126	0.0738091025	True	test
628328130.4749.4749	civil	0	8	0	0.0	0.0	False	test
62879470.16518.16518	civil	0	9	0	0.0	0.0	False	test
628984357.191887.191887	derailed	1	6	0	0.0	0.0	False	test
630540539.22902.22902	derailed	1	6	0	0.0	0.0	False	test
63249991.361437.361437	derailed	1	6	0	0.0	0.0	False	test
632855588.23303.23303	civil	0	6	0	0.0	0.0	False	test
637809448.22348.22348	civil	0	10	0	0.0	0.0	False	test
640120018.30743.30487	civil	0	7	0	0.0	0.0	False	test
640889266.23332.23332	derailed	1	6	0	0.0	0.0	False	test
641580545.15018.15018	civil	0	6	0	0.0	0.0	False	test
644428855.14705.14705	derailed	1	8	0	0.0	0.0	False	test
644474412.22784.22784	derailed	1	7	0	0.0	0.0	False	test
644657443.238.238	derailed	1	5	5	0.7811996	0.278645416	True	test
646129791.29307.29307	civil	0	6	0	0.0	0.0	False	test
6465023.38187.37635	derailed	1	8	0	0.0	0.0	False	test
650732118.7953.7953	civil	0	6	0	0.0	0.0	False	test
651493864.7775.7775	derailed	1	6	0	0.0	0.0	False	test
65164962.6429.6429	derailed	1	11	0	0.0	0.0	False	test
651692610.869.869	civil	0	6	0	0.0	0.0	False	test
653038133.7889.7889	civil	0	8	0	0.0	0.0	False	test
655911523.19584.19584	derailed	1	9	0	0.0	0.0	False	test
656467863.783.783	derailed	1	8	0	0.0	0.0	False	test
65876759.7334.7334	civil	0	4	4	0.3889421	0.23857882	True	test
658843385.42645.42645	civil	0	6	0	0.0	0.0	False	test
65917034.76917.76917	derailed	1	9	0	0.0	0.0	False	test
662128429.105687.105687	derailed	1	9	0	0.0	0.0	False	test
662613869.78852.78852	civil	0	9	0	0.0	0.0	False	test
665499176.1205.1205	civil	0	9	0	0.0	0.0	False	test
667134702.8503.8503	derailed	1	5	5	0.97588426	0.2529729436	True	test
66813686.23567.23567	civil	0	7	7	0.13886318	0.07838296857142858	True	test
668241091.49806.49806	derailed	1	10	0	0.0	0.0	False	test
66912232.20251.20252	civil	0	6	0	0.0	0.0	False	test
67176679.3555.3555	civil	0	6	6	0.237544090854	0.07803626667627035	True	test
674966432.9607.9607	civil	0	6	0	0.0	0.0	False	test
676558939.8233.8233	civil	0	10	0	0.0	0.0	False	test
678829660.422.422	civil	0	8	0	0.0	0.0	False	test
681078283.70017.70017	civil	0	10	0	0.0	0.0	False	test
681191837.71506.71506	derailed	1	10	0	0.0	0.0	False	test
684116791.1847.1847	civil	0	12	12	0.116803385	0.05328489941666668	True	test
684364274.18531.18531	civil	0	7	0	0.0	0.0	False	test
684457365.3559.3559	derailed	1	5	5	0.82595015	0.24273012400000002	True	test
685051058.91906.91906	derailed	1	9	0	0.0	0.0	False	test
68548949.29564.29564	derailed	1	6	0	0.0	0.0	False	test
686939949.130976.130976	civil	0	6	0	0.0	0.0	False	test
687044606.38524.38170	civil	0	11	0	0.0	0.0	False	test
688252148.10585.10585	derailed	1	3	3	0.6078309692670001	0.33588401346183155	True	test
688653715.4832.4832	derailed	1	5	5	0.92865986	0.22157644240000002	True	test
689556831.64227.64227	civil	0	6	0	0.0	0.0	False	test
690357946.7028.7028	derailed	1	4	4	0.7009271007619999	0.22293286007684252	True	test
690487678.17604.17604	civil	0	9	0	0.0	0.0	False	test
693262777.12274.12274	civil	0	6	0	0.0	0.0	False	test
693416150.36746.36746	derailed	1	6	0	0.0	0.0	False	test
69967854.87936.86545	civil	0	7	0	0.0	0.0	False	test
70160605.108563.108563	derailed	1	8	0	0.0	0.0	False	test
703653563.63878.63878	civil	0	8	0	0.0	0.0	False	test
704683777.524.524	civil	0	6	6	0.3889421	0.15245763966666667	True	test
707749490.65542.65542	civil	0	9	0	0.0	0.0	False	test
708306001.59096.59096	civil	0	8	0	0.0	0.0	False	test
709553770.11082.11082	derailed	1	9	0	0.0	0.0	False	test
710401766.17183.17183	civil	0	6	0	0.0	0.0	False	test
712616955.57400.57400	civil	0	6	0	0.0	0.0	False	test
71427319.11007.11007	civil	0	4	4	0.10603168	0.04759624325	True	test
71868842.5417.5417	civil	0	9	9	0.12354667	0.05232318688888889	True	test
71873791.19284.19284	derailed	1	6	0	0.0	0.0	False	test
724965073.205638.205638	civil	0	7	0	0.0	0.0	False	test
728346309.17576.17576	derailed	1	9	0	0.0	0.0	False	test
72862238.18432.18432	derailed	1	8	0	0.0	0.0	False	test
731809756.7238.7238	civil	0	6	0	0.0	0.0	False	test
732980338.4667.4667	civil	0	10	0	0.0	0.0	False	test
734025151.31540.31527	derailed	1	11	0	0.0	0.0	False	test
734146334.41875.41875	civil	0	11	0	0.0	0.0	False	test
734490676.95591.95591	derailed	1	8	0	0.0	0.0	False	test
7345880.119322.119322	derailed	1	8	0	0.0	0.0	False	test
735605065.18950.18950	derailed	1	7	0	0.0	0.0	False	test
735877242.9794.9794	derailed	1	8	0	0.0	0.0	False	test
736236401.23711.23711	derailed	1	6	0	0.0	0.0	False	test
737222203.267619.267619	civil	0	9	0	0.0	0.0	False	test
73791934.27006.27006	civil	0	6	0	0.0	0.0	False	test
74222555.164316.164316	civil	0	8	0	0.0	0.0	False	test
74266388.39624.39624	civil	0	7	0	0.0	0.0	False	test
747539740.42007.42007	derailed	1	10	0	0.0	0.0	False	test
747897051.86355.86355	derailed	1	7	0	0.0	0.0	False	test
74859962.21308.21308	civil	0	4	4	0.10813088	0.06455517	True	test
751607388.4168.4168	derailed	1	6	0	0.0	0.0	False	test
753001241.27091.27091	derailed	1	9	0	0.0	0.0	False	test
75361839.12816.12816	derailed	1	6	6	0.60783094	0.21853759666666664	True	test
754268732.5523.5523	derailed	1	7	0	0.0	0.0	False	test
754730462.12121.12121	derailed	1	7	0	0.0	0.0	False	test
754976387.52943.52943	derailed	1	7	0	0.0	0.0	False	test
75692435.4172.4172	derailed	1	6	6	0.7009271	0.2066194545	True	test
761448773.7141.7141	derailed	1	6	0	0.0	0.0	False	test
761572858.6480.6480	civil	0	7	0	0.0	0.0	False	test
76388080.7386.7386	civil	0	6	0	0.0	0.0	False	test
76599785.640.640	derailed	1	7	0	0.0	0.0	False	test
76665503.16927.16927	derailed	1	7	7	0.6119073	0.1657797542857143	True	test
76679585.11076.11076	derailed	1	11	0	0.0	0.0	False	test
768871037.23577.23577	civil	0	10	0	0.0	0.0	False	test
76911459.10844.10711	civil	0	7	0	0.0	0.0	False	test
769678113.7434.7434	derailed	1	7	0	0.0	0.0	False	test
771533369.24550.24550	derailed	1	7	0	0.0	0.0	False	test
77504513.54045.54045	civil	0	6	0	0.0	0.0	False	test
77554132.18.18	civil	0	9	0	0.0	0.0	False	test
77578533.14302.14302	civil	0	9	0	0.0	0.0	False	test
77869991.30682.30682	derailed	1	10	0	0.0	0.0	False	test
780017777.16731.16731	civil	0	7	0	0.0	0.0	False	test
782763657.1301.1301	derailed	1	6	0	0.0	0.0	False	test
783343262.5447.5447	derailed	1	11	0	0.0	0.0	False	test
788615269.55417.55417	derailed	1	8	0	0.0	0.0	False	test
795983366.278621.278621	derailed	1	9	0	0.0	0.0	False	test
800102285.13870.13870	civil	0	9	0	0.0	0.0	False	test
80141642.1747.1747	civil	0	6	6	0.15661919	0.046995131249999995	True	test
801554238.31.31	civil	0	9	0	0.0	0.0	False	test
80314291.5767.5767	civil	0	10	0	0.0	0.0	False	test
807767697.13733.13734	derailed	1	6	0	0.0	0.0	False	test
808741231.34032.34032	civil	0	10	0	0.0	0.0	False	test
822860086.24209.24209	civil	0	6	0	0.0	0.0	False	test
82495354.7169.7169	civil	0	3	3	0.12446333611075926	0.10325837534838471	True	test
82577579.2612.2612	derailed	1	4	4	0.6078309692670001	0.27723524485416184	True	test
830044487.24340.24340	civil	0	6	0	0.0	0.0	False	test
830113850.129728.129728	civil	0	9	0	0.0	0.0	False	test
830188775.8261.8261	derailed	1	8	0	0.0	0.0	False	test
830600892.42147.42147	civil	0	10	0	0.0	0.0	False	test
830929592.45832.45499	civil	0	8	0	0.0	0.0	False	test
831059642.6752.6752	civil	0	8	0	0.0	0.0	False	test
831482251.6718.6718	civil	0	9	0	0.0	0.0	False	test
831966213.43818.43818	derailed	1	9	0	0.0	0.0	False	test
832274762.12496.12496	derailed	1	9	0	0.0	0.0	False	test
833385517.83369.83369	derailed	1	6	0	0.0	0.0	False	test
835153380.32710.32710	derailed	1	7	0	0.0	0.0	False	test
8372529.16092.16038	civil	0	9	0	0.0	0.0	False	test
841528354.20981.20981	derailed	1	11	0	0.0	0.0	False	test
84265755.41624.41074	civil	0	4	4	0.17364836	0.0975025175	True	test
843131637.19949.19949	civil	0	8	0	0.0	0.0	False	test
844101922.54990.54990	derailed	1	6	0	0.0	0.0	False	test
845706748.564865.564865	civil	0	8	0	0.0	0.0	False	test
846013858.611430.611430	derailed	1	7	0	0.0	0.0	False	test
847882059.11974.11974	derailed	1	8	0	0.0	0.0	False	test
85524068.1540.1540	civil	0	6	0	0.0	0.0	False	test
86036261.21021.21021	civil	0	6	0	0.0	0.0	False	test
86873295.9483.9483	civil	0	8	0	0.0	0.0	False	test
8847712.1899.1899	civil	0	8	0	0.0	0.0	False	test
89204593.7834.7834	derailed	1	4	4	0.64452356	0.31920790499999996	True	test
89380833.7088.7088	derailed	1	7	0	0.0	0.0	False	test
89394725.48224.48224	derailed	1	6	0	0.0	0.0	False	test
92081180.133882.133882	derailed	1	6	0	0.0	0.0	False	test
936777.2321.2321	derailed	1	9	0	0.0	0.0	False	test
96332705.622.622	civil	0	9	9	0.237544090854	0.1005447787168575	True	test
97202447.17408.17408	civil	0	10	0	0.0	0.0	False	test
98179819.71816.71816	derailed	1	10	0	0.0	0.0	False	test
99926381.17340.17150	civil	0	10	0	0.0	0.0	False	test
100009118.8296.8296	derailed	1	4	4	0.6771105	0.28995347	True	train
100082597.1198.1198	civil	0	5	5	0.31100876384494525	0.16591369618211743	True	train
101136686.28507.28507	civil	0	7	0	0.0	0.0	False	train
101186156.157804.157804	civil	0	12	0	0.0	0.0	False	train
101210061.22031.22031	derailed	1	7	0	0.0	0.0	False	train
101444035.163487.163463	derailed	1	10	0	0.0	0.0	False	train
101467614.39450.39450	derailed	1	9	0	0.0	0.0	False	train
101890424.3912.3912	derailed	1	5	5	0.7813020473890001	0.22500931690731257	True	train
102012975.186434.186434	derailed	1	8	0	0.0	0.0	False	train
102069104.268311.268311	civil	0	8	0	0.0	0.0	False	train
102102282.16707.16707	civil	0	4	4	0.0	0.0	True	train
102154157.16707.16707	derailed	1	4	4	0.0	0.0	True	train
102266992.271745.271745	derailed	1	8	0	0.0	0.0	False	train
102502901.163090.163090	civil	0	6	0	0.0	0.0	False	train
102964652.2026.2026	derailed	1	6	6	0.8456256243354859	0.18126032606062306	True	train
103071967.14294.14294	derailed	1	4	4	0.0	0.0	True	train
103271295.478.478	derailed	1	7	0	0.0	0.0	False	train
103354968.15189.15189	civil	0	9	0	0.0	0.0	False	train
103431057.478.478	civil	0	7	0	0.0	0.0	False	train
103682985.3190.3190	civil	0	4	4	0.0	0.0	True	train
103713917.1219.1219	derailed	1	3	3	0.0	0.0	True	train
10377369.4577.4577	derailed	1	11	0	0.0	0.0	False	train
10393207.15946.15946	civil	0	11	0	0.0	0.0	False	train
104093979.937.937	derailed	1	4	4	0.77587414	0.3702803625	True	train
104266040.31698.31698	civil	0	7	0	0.0	0.0	False	train
104271206.32088.32088	derailed	1	10	0	0.0	0.0	False	train
104703060.67.67	derailed	1	6	0	0.0	0.0	False	train
104859769.55176.55176	derailed	1	8	0	0.0	0.0	False	train
10500676.217133.217133	civil	0	7	0	0.0	0.0	False	train
105017229.49238.49238	derailed	1	8	0	0.0	0.0	False	train
105195073.41724.41549	derailed	1	6	0	0.0	0.0	False	train
105499048.33287.33287	civil	0	6	0	0.0	0.0	False	train
105658326.26623.26623	derailed	1	7	0	0.0	0.0	False	train
105662054.73251.73251	derailed	1	9	0	0.0	0.0	False	train
10567295.27347.27347	derailed	1	10	0	0.0	0.0	False	train
105983711.6035.6035	derailed	1	5	5	0.8411639845134292	0.21784603980490838	True	train
105990673.17640.17640	derailed	1	8	0	0.0	0.0	False	train
106086467.6813.6813	derailed	1	4	4	0.8599181999999999	0.30704972249999996	True	train
106255236.25874.25874	derailed	1	6	0	0.0	0.0	False	train
106700421.14794.14794	civil	0	6	6	0.3012327619467431	0.18982379283621065	True	train
106720504.622.622	derailed	1	7	0	0.0	0.0	False	train
106917469.75842.75842	derailed	1	7	0	0.0	0.0	False	train
106929028.0.0	civil	0	6	0	0.0	0.0	False	train
107028811.66071.66071	civil	0	9	0	0.0	0.0	False	train
107319885.2036.0	derailed	1	5	5	0.6532479999999999	0.24340150400000002	True	train
107319885.27209.0	civil	0	5	5	0.12321752	0.043146681	True	train
107404932.1360.1360	derailed	1	7	0	0.0	0.0	False	train
107493556.40549.40549	civil	0	6	0	0.0	0.0	False	train
107505434.38942.38979	civil	0	8	0	0.0	0.0	False	train
107596212.39648.39648	derailed	1	8	0	0.0	0.0	False	train
107759051.607.484	civil	0	6	0	0.0	0.0	False	train
107996234.3849.3849	derailed	1	8	0	0.0	0.0	False	train
108125695.9958.9958	civil	0	10	0	0.0	0.0	False	train
108176670.53894.53894	civil	0	4	4	0.1234376	0.05334403125	True	train
108953813.18115.18115	derailed	1	6	0	0.0	0.0	False	train
10900408.9470.9470	derailed	1	8	0	0.0	0.0	False	train
10905256.85840.85840	derailed	1	9	0	0.0	0.0	False	train
109154007.12985.12985	civil	0	8	0	0.0	0.0	False	train
109203891.11364.11364	derailed	1	5	5	0.811442	0.20555129079999998	True	train
109376539.2407.2407	derailed	1	5	5	0.92778677	0.27305310279999995	True	train
10942836.99038.99038	derailed	1	9	0	0.0	0.0	False	train
109651810.238934.238934	civil	0	11	0	0.0	0.0	False	train
110234901.0.0	civil	0	6	0	0.0	0.0	False	train
11033774.4772.4772	civil	0	6	0	0.0	0.0	False	train
110377606.18342.18342	civil	0	8	0	0.0	0.0	False	train
11048967.2230.2230	civil	0	6	0	0.0	0.0	False	train
110518877.1035.1035	civil	0	6	0	0.0	0.0	False	train
110588596.57568.57568	civil	0	6	0	0.0	0.0	False	train
110757749.4492.4492	derailed	1	6	6	0.96105605	0.2320638001666667	True	train
111036569.15732.15732	civil	0	6	0	0.0	0.0	False	train
111111127.90680.90680	civil	0	6	0	0.0	0.0	False	train
111347757.330.330	civil	0	7	0	0.0	0.0	False	train
111356473.3090.3090	derailed	1	5	5	0.8529339231485205	0.24043827465619608	True	train
111544183.27079.27079	derailed	1	8	0	0.0	0.0	False	train
111603073.8923.8923	civil	0	4	4	0.06848176053674396	0.03884876799664704	True	train
111898199.3579.3589	civil	0	5	5	0.237544090854	0.15827109695720004	True	train
112689148.5261.5261	derailed	1	9	0	0.0	0.0	False	train
113046805.77803.77803	derailed	1	7	0	0.0	0.0	False	train
11331921.17573.17573	civil	0	4	4	0.12829109	0.052715215999999995	True	train
113426114.252480.252480	civil	0	7	0	0.0	0.0	False	train
113468765.31323.31323	civil	0	5	5	0.042605877	0.027179573800000002	True	train
113531759.13528.13528	civil	0	8	0	0.0	0.0	False	train
113606995.13904.13904	civil	0	6	0	0.0	0.0	False	train
113715557.51604.51604	civil	0	6	0	0.0	0.0	False	train
11374569.90805.90805	civil	0	9	0	0.0	0.0	False	train
11454508.2556.2556	civil	0	6	0	0.0	0.0	False	train
114627125.3150.3150	derailed	1	9	9	0.8761376000000001	0.21528976722222223	True	train
114814137.19490.19490	derailed	1	10	0	0.0	0.0	False	train
114831022.4571.4571	civil	0	4	4	0.054115955	0.0248244995	True	train
114874788.1217.1217	civil	0	10	0	0.0	0.0	False	train
114940119.5559.5559	derailed	1	5	5	0.73544264	0.26651082600000003	True	train
11538354.18483.18483	derailed	1	8	8	0.963446	0.18367452075000001	True	train
115386656.79212.79212	derailed	1	6	0	0.0	0.0	False	train
11538905.109689.109689	derailed	1	10	0	0.0	0.0	False	train
115398974.2304.2304	civil	0	5	5	0.22347581	0.092475058	True	train
11562318.8625.8625	derailed	1	8	0	0.0	0.0	False	train
115700477.14642.14642	civil	0	8	0	0.0	0.0	False	train
115722135.22825.22815	derailed	1	11	0	0.0	0.0	False	train
115857386.6977.6977	civil	0	4	4	0.045100037	0.019892414625	True	train
11590681.121810.121810	civil	0	8	0	0.0	0.0	False	train
115972197.0.0	derailed	1	7	0	0.0	0.0	False	train
116090832.20690.20690	civil	0	10	0	0.0	0.0	False	train
116156193.30393.30393	civil	0	9	0	0.0	0.0	False	train
116164674.34329.34813	derailed	1	10	0	0.0	0.0	False	train
116364441.30097.30097	civil	0	7	0	0.0	0.0	False	train
116402323.22148.22148	derailed	1	7	7	0.6012522797882655	0.1946582020025501	True	train
116605439.14001.14001	derailed	1	6	6	0.7009271007619999	0.20957785193251224	True	train
116639845.58686.58686	civil	0	7	0	0.0	0.0	False	train
116848588.16434.16434	derailed	1	8	0	0.0	0.0	False	train
116944801.5530.5530	civil	0	6	0	0.0	0.0	False	train
117060297.6358.6358	derailed	1	8	0	0.0	0.0	False	train
117313335.19115.19115	derailed	1	8	8	0.644523548297	0.20062247035217	True	train
117911384.5410.489	civil	0	6	0	0.0	0.0	False	train
117927239.17446.17283	derailed	1	6	0	0.0	0.0	False	train
118004143.266948.266948	civil	0	10	0	0.0	0.0	False	train
11805402.152164.152164	derailed	1	7	0	0.0	0.0	False	train
118488229.39633.39633	derailed	1	6	0	0.0	0.0	False	train
118510990.35344.35344	civil	0	9	0	0.0	0.0	False	train
118619412.30891.30891	civil	0	8	0	0.0	0.0	False	train
118650722.2216.2216	derailed	1	10	0	0.0	0.0	False	train
118773143.295281.295281	derailed	1	8	0	0.0	0.0	False	train
11915549.810.810	civil	0	4	4	0.058846988	0.03132355125	True	train
11932349.376.376	derailed	1	5	5	0.932805134691376	0.22285665056681642	True	train
1195308.2477.2477	derailed	1	7	0	0.0	0.0	False	train
